longitude,latitude,housing_median_age,median_income,median_house_value,rooms_per_bedroom,rooms_per_household,people_per_household,ocean_proximity_enc
-122.28,37.84,52.0,1.6875,132000.0,4.55625,4.703225806451613,2.5483870967741935,3.0
-122.28,37.84,49.0,1.9274,122300.0,4.286353467561521,5.068783068783069,2.2830687830687832,3.0
-122.28,37.84,52.0,1.9615,115200.0,4.476091476091476,4.882086167800454,2.6485260770975056,3.0
-122.27,37.84,48.0,1.7969,110400.0,4.699266503667482,5.737313432835821,3.062686567164179,3.0
-122.27,37.83,49.0,1.375,104900.0,4.521857923497268,5.0303951367781155,2.291793313069909,3.0
-122.27,37.83,51.0,2.7303,109700.0,4.642857142857143,4.972014925373134,2.3470149253731343,3.0
-122.27,37.83,49.0,1.4861,97200.0,4.308510638297872,4.6022727272727275,2.159090909090909,3.0
-122.27,37.83,48.0,1.0972,104500.0,4.162037037037037,4.807486631016043,2.6390374331550803,3.0
-122.28,37.83,52.0,1.4103,103900.0,3.8743589743589744,3.7493796526054592,2.235732009925558,3.0
-122.26,37.83,52.0,3.48,191400.0,4.454545454545454,4.757281553398058,2.2297734627831716,3.0
-122.26,37.83,52.0,2.5898,176000.0,3.4013986013986015,3.4942528735632186,1.978448275862069,3.0
-122.26,37.83,52.0,2.0978,155400.0,3.9737470167064437,4.215189873417722,2.3949367088607594,3.0
-122.26,37.83,51.0,1.2852,150000.0,3.009646302250804,3.7590361445783134,2.076305220883534,3.0
-122.26,37.84,49.0,1.025,118800.0,3.5297029702970297,3.7724867724867726,2.4444444444444446,3.0
-122.26,37.84,52.0,3.9643,188800.0,4.702970297029703,4.797979797979798,2.3585858585858586,3.0
-122.26,37.83,52.0,3.0125,184400.0,4.639871382636656,4.941780821917808,2.26027397260274,3.0
-122.26,37.83,52.0,2.6768,182300.0,3.942857142857143,4.335078534031414,1.8795811518324608,3.0
-122.26,37.83,50.0,2.026,142500.0,3.4937888198757765,3.700657894736842,2.026315789473684,3.0
-122.27,37.82,43.0,1.7348,137500.0,3.2275641025641026,3.9802371541501977,2.205533596837945,3.0
-122.26,37.82,40.0,0.9506,187500.0,3.2,3.9,2.64375,3.0
-122.27,37.82,40.0,1.775,112500.0,2.522666666666667,2.6875,1.9886363636363635,3.0
-122.27,37.82,21.0,0.9218,171900.0,1.9779249448123621,2.045662100456621,1.678082191780822,3.0
-122.27,37.82,43.0,1.5045,93800.0,4.0964912280701755,4.58968058968059,2.6068796068796067,3.0
-122.27,37.82,41.0,1.1108,97500.0,3.776084407971864,4.473611111111111,2.720833333333333,3.0
-122.27,37.82,52.0,1.2475,104200.0,3.574561403508772,4.075,2.905,3.0
-122.28,37.82,52.0,1.6098,87500.0,4.9787234042553195,5.021459227467811,3.0085836909871246,3.0
-122.28,37.82,52.0,1.4113,83100.0,3.888888888888889,4.295454545454546,2.618181818181818,3.0
-122.28,37.82,52.0,1.5057,87500.0,4.298611111111111,4.77992277992278,2.4015444015444016,3.0
-122.28,37.82,52.0,0.8172,85300.0,4.444776119402985,6.102459016393443,2.9836065573770494,3.0
-122.28,37.82,52.0,1.2171,80300.0,4.067448680351906,4.5625,3.5328947368421053,3.0
-122.29,37.82,2.0,2.5625,60000.0,3.6744186046511627,2.7719298245614037,1.6491228070175439,3.0
-122.29,37.83,52.0,3.3929,75700.0,5.312796208530806,5.994652406417113,2.962566844919786,3.0
-122.29,37.82,49.0,6.1183,75000.0,4.655172413793103,5.869565217391305,3.739130434782609,3.0
-122.29,37.81,50.0,0.9011,86100.0,4.0,6.229508196721311,3.0901639344262297,3.0
-122.3,37.81,52.0,1.1909999999999998,76100.0,5.1645569620253164,7.69811320754717,3.2767295597484276,3.0
-122.3,37.81,48.0,2.5938,73500.0,4.549450549450549,6.225563909774436,2.9473684210526314,3.0
-122.3,37.81,52.0,1.1667,78400.0,4.832535885167464,5.401069518716578,3.229946524064171,3.0
-122.3,37.81,48.0,0.8056,84400.0,4.110169491525424,4.382530120481928,2.3734939759036147,3.0
-122.29,37.8,52.0,2.6094,81300.0,4.209016393442623,6.98639455782313,3.3469387755102042,3.0
-122.3,37.81,52.0,1.8516,85000.0,5.247706422018348,6.975609756097561,3.341463414634146,3.0
-122.29,37.81,46.0,0.9802,129200.0,4.349378881987578,4.584288052373159,2.983633387888707,3.0
-122.29,37.81,26.0,1.7719,82500.0,5.052631578947368,6.047244094488189,3.0866141732283463,3.0
-122.29,37.81,46.0,0.7286,95200.0,3.1481481481481484,3.375451263537906,2.101083032490975,3.0
-122.29,37.81,49.0,1.75,75000.0,4.137254901960785,5.552631578947368,3.6842105263157894,3.0
-122.29,37.81,46.0,0.4999,67500.0,3.0,1.7142857142857142,2.5714285714285716,3.0
-122.29,37.81,20.0,2.483,137500.0,5.186335403726708,6.2781954887218046,2.180451127819549,3.0
-122.28,37.81,17.0,0.9241,177500.0,2.6774891774891776,2.8177676537585423,1.7357630979498861,3.0
-122.28,37.81,36.0,2.4464,102100.0,5.185053380782918,5.724950884086444,2.4282907662082516,3.0
-122.28,37.81,19.0,1.1111,108300.0,4.967078189300412,5.830917874396135,3.4830917874396135,3.0
-122.29,37.81,23.0,0.8026,112500.0,4.665775401069519,5.369230769230769,3.243076923076923,3.0
-122.28,37.8,38.0,2.0114,131300.0,3.8863636363636362,4.412903225806452,2.2193548387096773,3.0
-122.28,37.81,17.0,1.5,162500.0,3.1972318339100347,3.1972318339100347,2.1072664359861593,3.0
-122.27,37.81,52.0,1.1667,112500.0,3.75,3.75,3.267857142857143,3.0
-122.28,37.81,52.0,1.5208,112500.0,3.5051546391752577,3.9080459770114944,2.2988505747126435,3.0
-122.28,37.81,52.0,0.8075,137500.0,2.3536585365853657,2.490322580645161,2.232258064516129,3.0
-122.28,37.81,35.0,1.8088,118800.0,5.1521739130434785,5.609467455621302,2.7633136094674557,3.0
-122.28,37.81,52.0,2.4083,98200.0,5.405594405594406,6.721739130434782,3.2782608695652176,3.0
-122.27,37.81,40.0,0.977,118800.0,1.951219512195122,2.3157894736842106,1.5315789473684212,3.0
-122.27,37.81,10.0,0.76,162500.0,2.514367816091954,2.6515151515151514,1.6545454545454545,3.0
-122.27,37.8,10.0,0.9722,137500.0,2.5,2.6923076923076925,3.2051282051282053,3.0
-122.27,37.8,52.0,1.2434,500001.0,3.1923076923076925,2.929411764705882,4.658823529411765,3.0
-122.27,37.8,16.0,2.0938,162500.0,2.5357142857142856,2.74585635359116,2.2099447513812156,3.0
-122.28,37.8,52.0,0.8668,137500.0,2.471264367816092,2.4431818181818183,10.272727272727273,3.0
-122.28,37.8,52.0,0.75,162500.0,3.096774193548387,2.823529411764706,5.617647058823529,3.0
-122.27,37.79,27.0,2.6354,187500.0,3.0403458213256482,3.493377483443709,2.377483443708609,3.0
-122.27,37.8,39.0,1.8477,179200.0,2.752808988764045,3.6723768736616704,2.841541755888651,3.0
-122.26,37.8,36.0,2.0096,130000.0,2.1513928138877674,2.294016358157555,1.493327593628928,3.0
-122.26,37.82,31.0,2.8345,183800.0,3.4530428249436516,3.8949152542372882,1.735593220338983,3.0
-122.26,37.81,29.0,2.0062,125000.0,3.130841121495327,3.681318681318681,2.21978021978022,3.0
-122.26,37.82,22.0,1.2185,170000.0,2.899212598425197,2.9456,1.6192,3.0
-122.26,37.82,37.0,2.6104,193100.0,3.3483870967741933,3.7071428571428573,1.8755102040816327,3.0
-122.25,37.81,29.0,2.4912,257800.0,3.292786421499293,3.7248,1.8432,3.0
-122.25,37.81,28.0,3.2177,273400.0,3.621958827199002,3.8784235136940546,1.7120908483633934,3.0
-122.25,37.81,39.0,3.125,237500.0,3.5289256198347108,3.745614035087719,1.706140350877193,3.0
-122.25,37.81,52.0,2.5795,350000.0,3.074179743223966,3.5154975530179446,1.4600326264274062,3.0
-122.26,37.81,34.0,2.8406,335700.0,3.0673981191222572,3.281721632196758,1.5030743432084963,3.0
-122.24,37.82,52.0,4.9306,313400.0,6.706666666666667,6.184426229508197,2.762295081967213,3.0
-122.24,37.81,52.0,3.2727,268500.0,4.203319502074689,4.442982456140351,1.5548245614035088,3.0
-122.25,37.81,52.0,3.1691,259400.0,3.8217391304347825,4.165876777251185,1.6255924170616114,3.0
-122.24,37.82,52.0,3.9,275700.0,4.635153129161118,4.848189415041783,2.011142061281337,3.0
-122.25,37.82,28.0,3.9063,225000.0,3.902923976608187,4.160847880299252,1.8952618453865338,3.0
-122.25,37.82,52.0,5.0917,262500.0,4.927335640138408,5.628458498023716,2.1739130434782608,3.0
-122.25,37.82,32.0,2.6429,218500.0,3.4690346083788706,3.7270058708414875,1.7671232876712328,3.0
-122.25,37.82,26.0,3.0233,255000.0,3.310200668896321,3.2530813475760065,1.4371405094494658,3.0
-122.25,37.83,52.0,3.1484,224100.0,4.2504472271914135,4.578034682080925,1.8092485549132948,3.0
-122.25,37.83,35.0,3.4722,243100.0,3.7686915887850465,3.822274881516588,1.599526066350711,3.0
-122.25,37.83,52.0,3.1429,231600.0,4.456445993031359,4.3951890034364265,1.8350515463917525,3.0
-122.25,37.83,28.0,2.4234,218500.0,2.8697142857142857,3.0234798314268514,1.5400361228175798,3.0
-122.25,37.83,52.0,3.0897,234100.0,3.7918552036199094,4.040501446480231,1.7222757955641272,3.0
-122.23,37.84,50.0,5.8596,327600.0,6.303258145363409,6.742627345844504,2.6005361930294906,3.0
-122.23,37.84,47.0,5.2868,347600.0,6.993392070484582,6.546391752577319,2.263917525773196,3.0
-122.24,37.83,41.0,5.956,366100.0,6.344827586206897,6.851063829787234,2.1117021276595747,3.0
-122.24,37.85,37.0,4.9643,335000.0,6.185185185185185,7.1063829787234045,2.0851063829787235,3.0
-122.23,37.85,52.0,6.3434,373600.0,6.81265206812652,6.947890818858561,2.632754342431762,3.0
-122.24,37.84,52.0,5.1773,389500.0,6.148083623693379,6.358558558558559,2.120720720720721,3.0
-122.24,37.85,52.0,7.2354,391100.0,7.156164383561644,7.11716621253406,2.455040871934605,3.0
-122.22,37.85,28.0,5.457000000000001,337300.0,5.044847328244275,5.5303347280334725,2.1244769874476988,3.0
-122.22,37.84,50.0,7.5,295200.0,6.20507399577167,6.127348643006263,2.152400835073069,3.0
-122.21,37.84,44.0,6.0194,292300.0,5.735343383584589,5.735343383584589,2.274706867671692,3.0
-122.21,37.83,40.0,7.5544,411500.0,7.405044510385757,7.631498470948012,2.470948012232416,3.0
-122.2,37.84,30.0,6.0666,311500.0,6.390173410404624,6.446064139941691,2.4606413994169096,3.0
-122.21,37.84,34.0,7.0548,325900.0,6.2,6.125,2.2983870967741935,3.0
-122.19,37.84,18.0,11.6017,392600.0,7.7,8.335051546391753,2.747422680412371,3.0
-122.2,37.84,35.0,7.4882,319300.0,6.228260869565218,6.467268623024831,2.419864559819413,3.0
-122.21,37.83,34.0,6.8976,333300.0,6.427664974619289,6.6122715404699735,2.1240208877284594,3.0
-122.19,37.83,28.0,8.2049,335200.0,7.206521739130435,6.978947368421053,2.4368421052631577,3.0
-122.2,37.83,26.0,8.401,351200.0,7.125560538116592,7.530805687203792,2.5687203791469195,3.0
-122.19,37.83,29.0,6.8538,368900.0,6.608856088560886,6.657992565055762,2.45724907063197,3.0
-122.19,37.82,32.0,8.317,365900.0,6.950757575757576,6.977186311787072,2.414448669201521,3.0
-122.2,37.82,37.0,7.0175,366700.0,6.790055248618785,6.982954545454546,2.3863636363636362,3.0
-122.2,37.82,39.0,6.3302,362800.0,7.059925093632959,7.54,2.53,3.0
-122.18,37.81,30.0,6.3624,483300.0,7.684210526315789,5.615384615384615,2.423076923076923,3.0
-122.21,37.82,52.0,7.0549,331400.0,7.132132132132132,6.785714285714286,2.322857142857143,3.0
-122.2,37.81,45.0,6.7851,323500.0,6.798165137614679,6.957746478873239,2.504694835680751,3.0
-122.21,37.8,50.0,2.8929,216700.0,4.682644628099173,5.132246376811594,2.282608695652174,3.0
-122.21,37.8,38.0,3.0812,233100.0,4.213084112149533,4.628336755646817,1.9527720739219712,3.0
-122.21,37.81,52.0,5.2402,296400.0,6.55188679245283,6.200892857142857,2.2767857142857144,3.0
-122.22,37.81,52.0,6.5217,273700.0,5.883582089552239,6.39935064935065,2.4837662337662336,3.0
-122.22,37.8,52.0,3.2632,227700.0,4.694623655913978,4.745652173913044,2.4543478260869565,3.0
-122.22,37.8,52.0,3.0298,199600.0,4.926724137931035,5.183673469387755,2.433106575963719,3.0
-122.22,37.8,52.0,4.5428,239800.0,5.029574861367838,5.283495145631068,2.3009708737864076,3.0
-122.22,37.81,52.0,4.072,270100.0,5.9705014749262535,5.952941176470588,2.223529411764706,3.0
-122.22,37.81,52.0,5.3509,302100.0,5.492537313432836,5.65067178502879,1.9846449136276392,3.0
-122.23,37.8,52.0,3.1603,269500.0,4.183127572016461,4.429193899782135,1.7145969498910676,3.0
-122.23,37.81,52.0,4.7708,314700.0,6.25764192139738,6.727699530516432,2.8732394366197185,3.0
-122.22,37.81,52.0,8.1564,390100.0,7.281094527363184,7.7026315789473685,2.6868421052631577,3.0
-122.23,37.81,52.0,8.8793,410300.0,7.928082191780822,8.972868217054264,3.3372093023255816,3.0
-122.24,37.81,52.0,6.8591,352400.0,7.939297124600639,7.599388379204893,2.914373088685015,3.0
-122.24,37.81,52.0,6.0302,287300.0,6.260504201680672,5.8203125,2.4765625,3.0
-122.23,37.81,52.0,7.507999999999999,348700.0,7.7095890410958905,7.994318181818182,2.4943181818181817,3.0
-122.24,37.81,52.0,2.7477,243800.0,3.8054545454545456,4.333333333333333,1.9006211180124224,3.0
-122.24,37.8,52.0,2.1944,211500.0,5.285714285714286,5.074285714285714,2.057142857142857,3.0
-122.25,37.8,52.0,3.0149,218400.0,4.092156862745098,4.276639344262295,2.4528688524590163,3.0
-122.24,37.81,52.0,3.675,269900.0,5.00597609561753,4.851351351351352,2.023166023166023,3.0
-122.25,37.81,46.0,3.225,218800.0,3.8706586826347307,4.326639892904953,1.8380187416331994,3.0
-122.25,37.8,42.0,2.9345,225000.0,3.868544600938967,4.059113300492611,1.6896551724137931,3.0
-122.25,37.8,43.0,2.1429,250000.0,2.984848484848485,3.2742382271468142,1.8822714681440442,3.0
-122.25,37.8,41.0,1.6121,171400.0,3.136460554371002,3.5617433414043584,2.5714285714285716,3.0
-122.25,37.8,29.0,1.3929,193800.0,2.8564814814814814,3.1927554980595083,1.7270375161707632,3.0
-122.24,37.79,27.0,2.3173,125000.0,3.317073170731707,3.804195804195804,2.7296037296037294,3.0
-122.25,37.79,45.0,1.7772,97500.0,3.3954372623574143,3.882608695652174,3.2065217391304346,3.0
-122.25,37.79,50.0,2.6458,125000.0,3.345744680851064,3.2091836734693877,3.7857142857142856,3.0
-122.25,37.79,52.0,2.181,138800.0,3.424552429667519,3.6887052341597797,2.9917355371900825,3.0
-122.25,37.8,36.0,2.2303,116700.0,2.768976897689769,3.0902394106813995,3.029465930018416,3.0
-122.25,37.8,43.0,1.6504,151800.0,3.6228748068006182,3.639751552795031,2.6552795031055902,3.0
-122.24,37.8,52.0,2.2697,127000.0,4.368421052631579,4.368421052631579,3.206140350877193,3.0
-122.24,37.8,52.0,2.1563,128600.0,4.265415549597855,4.585014409221902,3.2219020172910664,3.0
-122.24,37.8,52.0,2.1348,140600.0,3.9849246231155777,4.7343283582089555,3.002985074626866,3.0
-122.24,37.8,47.0,2.6292,182700.0,3.479591836734694,3.693140794223827,2.1895306859205776,3.0
-122.23,37.8,52.0,2.3833,146900.0,4.124567474048443,4.638132295719845,3.0038910505836576,3.0
-122.24,37.8,52.0,2.957,122800.0,4.292857142857143,4.496259351620948,3.29426433915212,3.0
-122.24,37.8,49.0,2.5238,169300.0,3.7890520694259013,4.192023633677991,2.1964549483013296,3.0
-122.23,37.8,52.0,1.9375,126600.0,4.255434782608695,4.209677419354839,2.6236559139784945,3.0
-122.23,37.8,51.0,1.9028,127900.0,3.8405797101449277,4.0561224489795915,2.420918367346939,3.0
-122.23,37.8,50.0,2.25,123500.0,3.6375,4.20722891566265,2.7686746987951807,3.0
-122.23,37.8,52.0,2.3929,111900.0,4.187290969899665,4.4714285714285715,3.0142857142857142,3.0
-122.23,37.79,43.0,2.1917,112800.0,4.4367559523809526,4.844029244516653,3.5475223395613322,3.0
-122.23,37.79,52.0,2.9357,107900.0,4.5139240506329115,4.327669902912621,4.026699029126213,3.0
-122.23,37.79,30.0,1.8854,137500.0,3.784090909090909,3.7984790874524714,3.844106463878327,3.0
-122.24,37.79,39.0,2.1638,105500.0,3.4083526682134573,3.776349614395887,3.763496143958869,3.0
-122.24,37.79,47.0,2.125,95500.0,3.473417721518987,4.528052805280528,4.082508250825082,3.0
-122.24,37.79,52.0,3.375,116100.0,3.7444444444444445,4.011904761904762,3.8511904761904763,3.0
-122.24,37.79,43.0,2.2542,112200.0,4.324468085106383,4.554621848739496,3.596638655462185,3.0
-122.25,37.79,51.0,2.1,75000.0,4.069767441860465,3.1818181818181817,4.1454545454545455,3.0
-122.25,37.79,39.0,1.6,112500.0,3.5736434108527133,3.747967479674797,3.097560975609756,3.0
-122.25,37.79,52.0,3.625,125000.0,3.8059071729957807,3.973568281938326,3.7268722466960353,3.0
-122.26,37.8,20.0,1.6929,115000.0,3.0462130937098846,3.510355029585799,2.4541420118343193,3.0
-122.22,37.77,52.0,1.6471,95000.0,3.0546875,2.8333333333333335,3.7681159420289854,3.0
-122.22,37.77,52.0,2.59,96400.0,3.777408637873754,4.38996138996139,3.3436293436293436,3.0
-122.23,37.77,52.0,2.57,72000.0,3.733009708737864,4.202185792349726,3.3442622950819674,3.0
-122.23,37.78,52.0,2.6429,71300.0,3.232876712328767,3.746031746031746,3.2936507936507935,3.0
-122.23,37.78,52.0,3.0257,80800.0,4.0093023255813955,4.046948356807512,4.666666666666667,3.0
-122.22,37.78,50.0,1.4886,128800.0,3.6226415094339623,4.0251572327044025,3.19706498951782,3.0
-122.23,37.78,43.0,1.9338,112500.0,3.0084745762711864,3.2420091324200913,3.4383561643835616,3.0
-122.23,37.78,52.0,1.4844,119400.0,3.8217054263565893,3.8666666666666667,3.9529411764705884,3.0
-122.23,37.78,44.0,1.6009,118100.0,2.8363636363636364,3.1158455392809588,3.745672436750999,3.0
-122.23,37.79,48.0,2.0375,122500.0,4.282828282828283,4.944606413994169,4.317784256559767,3.0
-122.23,37.79,49.0,2.293,106300.0,5.414746543778802,5.365296803652968,3.922374429223744,3.0
-122.22,37.79,37.0,2.1494,132500.0,4.081881533101045,4.479923518164436,3.074569789674952,3.0
-122.23,37.79,30.0,1.6198,122700.0,4.206896551724138,4.357142857142857,3.0357142857142856,3.0
-122.23,37.79,40.0,1.3281,113300.0,4.673366834170854,5.054347826086956,3.0652173913043477,3.0
-122.22,37.79,44.0,3.5156,109500.0,4.735668789808917,5.466911764705882,3.5330882352941178,3.0
-122.22,37.79,52.0,3.9048,164700.0,4.9623188405797105,4.998540145985402,3.318248175182482,3.0
-122.21,37.79,52.0,3.0893,125000.0,4.010526315789473,3.9076923076923076,3.076923076923077,3.0
-122.22,37.79,46.0,2.6042,124700.0,4.114782608695652,4.489563567362429,3.1252371916508537,3.0
-122.22,37.79,49.0,2.5,136700.0,4.057777777777778,4.306603773584905,2.832547169811321,3.0
-122.22,37.79,38.0,2.7969,141700.0,4.2883263009845285,4.626707132018209,3.2883156297420335,3.0
-122.2,37.79,29.0,2.8321,150000.0,4.361702127659575,4.823529411764706,2.761764705882353,3.0
-122.21,37.79,47.0,2.9583,138800.0,5.026058631921824,5.284246575342466,2.941780821917808,3.0
-122.21,37.79,34.0,2.8365,139200.0,4.244165170556553,4.5813953488372094,2.939922480620155,3.0
-122.21,37.79,35.0,2.875,143800.0,4.266503667481663,4.520725388601036,2.961139896373057,3.0
-122.21,37.8,39.0,3.0682,156500.0,4.006,4.316810344827586,2.3900862068965516,3.0
-122.21,37.8,39.0,3.0757,151000.0,4.514541387024608,4.524663677130045,2.7376681614349776,3.0
-122.2,37.8,43.0,4.9559,273000.0,6.102204408817635,6.6923076923076925,2.4505494505494507,3.0
-122.2,37.8,52.0,4.7721,217100.0,5.279863481228669,5.772388059701493,2.6343283582089554,3.0
-122.21,37.8,52.0,3.4861,187100.0,4.949367088607595,4.984419263456091,2.6671388101983005,3.0
-122.2,37.8,41.0,5.1184,239600.0,5.8474576271186445,6.088235294117647,2.364705882352941,3.0
-122.21,37.8,48.0,4.0977,229700.0,5.022813688212928,5.242063492063492,2.007936507936508,3.0
-122.19,37.8,48.0,4.744,257300.0,6.54054054054054,7.117647058823529,2.563025210084034,3.0
-122.19,37.8,46.0,4.2727,246900.0,5.683284457478006,5.837349397590361,2.3132530120481927,3.0
-122.19,37.79,50.0,2.9844,179900.0,4.964102564102564,5.260869565217392,2.510869565217391,3.0
-122.2,37.79,40.0,4.1739,169600.0,4.140625,4.51063829787234,2.8382978723404255,3.0
-122.2,37.8,46.0,3.8487,203300.0,5.0395061728395065,5.1152882205513786,2.654135338345865,3.0
-122.19,37.8,52.0,4.0114,263400.0,6.6900369003690034,6.5451263537906135,2.299638989169675,3.0
-122.19,37.79,45.0,4.6563,231800.0,6.0266075388026605,5.986784140969163,2.436123348017621,3.0
-122.19,37.79,28.0,2.9297,140500.0,4.131406044678055,4.699551569506727,2.596412556053812,3.0
-122.2,37.79,35.0,2.3036,126000.0,3.925925925925926,4.62051282051282,2.5871794871794873,3.0
-122.2,37.79,49.0,2.6667,122000.0,4.523076923076923,4.2,3.5095238095238095,3.0
-122.2,37.79,44.0,2.6189999999999998,134700.0,3.586283185840708,3.30142566191446,2.7576374745417516,3.0
-122.21,37.79,45.0,2.4167,139400.0,3.9681050656660415,4.462025316455696,3.2278481012658227,3.0
-122.2,37.79,45.0,2.7788,115400.0,3.827651515151515,4.210416666666666,2.9375,3.0
-122.21,37.78,46.0,2.7352,137300.0,4.40748031496063,3.9349736379613356,2.4428822495606326,3.0
-122.21,37.78,52.0,1.8472,137000.0,4.923333333333333,5.4907063197026025,3.95910780669145,3.0
-122.21,37.78,52.0,2.6583,142600.0,4.714285714285714,4.310204081632653,3.23265306122449,3.0
-122.21,37.78,49.0,3.0536,137500.0,3.680327868852459,3.6653061224489796,3.179591836734694,3.0
-122.22,37.78,44.0,2.3906,111700.0,4.180281690140845,4.865573770491803,3.719672131147541,3.0
-122.21,37.78,43.0,1.7188,126800.0,3.7,4.181818181818182,3.0147420147420148,3.0
-122.21,37.78,47.0,2.625,111300.0,3.5524193548387095,3.6556016597510372,3.12448132780083,3.0
-122.22,37.77,40.0,2.8015,114800.0,4.333333333333333,3.6592592592592594,4.051851851851852,3.0
-122.22,37.78,50.0,1.7276,102300.0,3.7547568710359407,4.036363636363636,4.1068181818181815,3.0
-122.22,37.78,44.0,2.0801,131900.0,3.264591439688716,3.38989898989899,3.4343434343434343,3.0
-122.22,37.78,51.0,2.489,119100.0,3.535637149028078,4.1653944020356235,3.926208651399491,3.0
-122.21,37.76,52.0,1.7546,80600.0,4.522292993630574,4.733333333333333,3.6166666666666667,3.0
-122.21,37.77,52.0,4.0904,80600.0,3.4161849710982657,4.313868613138686,2.576642335766423,3.0
-122.21,37.77,52.0,2.6765,88800.0,4.869281045751634,5.0,3.174496644295302,3.0
-122.2,37.77,49.0,2.4338,102400.0,4.562248995983936,4.703933747412008,3.3561076604554865,3.0
-122.21,37.77,46.0,2.3309,98700.0,3.2906666666666666,3.4858757062146895,3.34180790960452,3.0
-122.21,37.77,43.0,2.2604,100000.0,3.100609756097561,3.6714801444043323,3.0180505415162453,3.0
-122.19,37.77,42.0,1.8039,92300.0,3.6692913385826773,3.543726235741445,3.4220532319391634,3.0
-122.2,37.77,39.0,2.2562,94800.0,4.5041876046901175,5.007448789571694,3.515828677839851,3.0
-122.2,37.77,41.0,2.0562,102000.0,3.727710843373494,4.536656891495602,3.002932551319648,3.0
-122.2,37.78,52.0,3.5398,158400.0,5.191873589164786,5.4373522458628845,2.895981087470449,3.0
-122.2,37.78,39.0,3.1167,121600.0,4.390977443609023,4.659574468085107,2.848404255319149,3.0
-122.2,37.78,50.0,2.5401,129100.0,4.632754342431761,4.939153439153439,2.984126984126984,3.0
-122.2,37.77,43.0,2.898,121400.0,4.840637450199203,5.020661157024794,3.175619834710744,3.0
-122.21,37.78,44.0,2.3125,102800.0,4.176328502415459,4.399491094147582,3.1552162849872776,3.0
-122.19,37.78,52.0,2.875,160000.0,5.7,6.107142857142857,2.7916666666666665,3.0
-122.19,37.77,52.0,3.3715,143900.0,5.070093457943925,5.105882352941176,2.5552941176470587,3.0
-122.19,37.77,52.0,3.5114,151200.0,5.233707865168539,5.585131894484412,2.7434052757793763,3.0
-122.19,37.78,52.0,4.3125,164400.0,6.004819277108433,6.645333333333333,2.957333333333333,3.0
